email_extension,org_id,stock_ticker,stock_id,filer_id,bio,org_type
euclidcap.com,f0369cc0-3931-4c11-ae20-94c2139ba68a,Unknown,0.0,256099.0,"Euclidean Technologies Management LLC is an investment management firm based in Seattle, Washington. Founded in 2008 by John Alberg and Michael Seckler, the company specializes in applying machine learning to long-term equity investing. Euclidean uses proprietary deep neural networks to evaluate companies and construct concentrated portfolios of undervalued U.S. stocks. The firm manages the Euclidean Fundamental Value ETF (ticker: ECML), which seeks long-term capital appreciation through a systematic, value-oriented investment approach. Euclidean's strategy aims to leverage historical data and machine learning algorithms to identify potentially profitable investment opportunities while minimizing behavioral biases.",INSTITUTIONAL_INVESTOR
exeloncorp.com,2e747742-c1ed-4a83-9094-fa43467ee654,EXC,404.0,91.0,"Exelon Corporation is the largest electric utility company in the United States by revenue and customer count. Headquartered in Chicago, Illinois, Exelon serves over 10 million customers through six regulated transmission and distribution utilities across multiple states. The company's operations include electricity and natural gas distribution, as well as transmission services. Exelon was formed in 2000 through the merger of PECO Energy Company and Unicom Corporation. In 2022, Exelon completed a spin-off of its power generation business, Constellation Energy, to focus solely on its regulated utility operations.",PUBLIC_COMPANY
sfmlp.com,f674fdcf-2088-461c-8316-ae35ce225739,Unknown,0.0,2842.0,"Systematic Financial Management, founded in 1982, is an investment management firm specializing in small- and mid-cap value equity strategies. Based in Teaneck, New Jersey, the company serves institutional, sub-advisory, and private clients. Systematic Financial Management employs an active, team-based investment approach, applying a consistent process across its strategies. The firm focuses on identifying undervalued, high-quality companies with strong balance sheets and positive free cash flows. In 1995, Affiliated Managers Group (AMG) acquired a majority stake in the company, while senior employees retain ownership of the remaining percentage. AMG serves as a passive financial partner, allowing Systematic to maintain autonomous control of its investment philosophy and processes.",INSTITUTIONAL_INVESTOR
638capital.com,9d2493de-2a71-4ca3-9924-59142f67e5d1,Unknown,0.0,123998.0,"683 Capital Management is a New York-based hedge fund founded in May 2006 by Ari Zweiman. The firm became an SEC-registered investment adviser in February 2012. 683 Capital Management employs a research-driven investment strategy, focusing on both long and short positions across various sectors. The company manages multiple funds, including the 683 Capital Partners LP and 683 Maiden Fund LP. With a team of experienced professionals, the firm primarily serves pooled investment vehicles and has a significant presence in the U.S. financial markets. 683 Capital Management is known for its active investment approach and diverse portfolio holdings.",INSTITUTIONAL_INVESTOR
fpafunds.com,c83d32bd-ebaa-43cd-83d5-c4e9b1b815b0,Unknown,0.0,1078.0,"First Pacific Advisors, LLC (FPA) is a Los Angeles-based institutional money management firm founded in 1954. FPA practices a disciplined approach to value investing, focusing on long-term returns and capital preservation. The firm manages multiple investment strategies across various asset classes, including equities, fixed income, and alternatives. FPA is independently owned and employs a team of investment professionals. The company serves institutional and individual investors, offering mutual funds and separately managed accounts. FPA is known for its conservative investment philosophy and emphasis on risk management.",INSTITUTIONAL_INVESTOR
fmglobal.com,77bda484-8ac8-44fe-ae6b-29285131fdda,Unknown,0.0,995.0,"FM Global, now known simply as FM, is a leading commercial property insurance company headquartered in Johnston, Rhode Island. Founded in 1835, FM specializes in loss prevention services and risk management solutions for large corporations worldwide. The company employs a unique business model that uses engineering analysis to determine risk and premiums, focusing on the belief that property losses can be prevented or mitigated. FM operates globally, providing comprehensive risk assessments, property insurance plans, and engineering-based solutions to protect clients against fire, natural disasters, and other risks. The company is known for its extensive research capabilities and engineering expertise.",INSTITUTIONAL_INVESTOR
fftwealth.com,099bd716-bb3b-4370-be5b-8c5b69815d93,Unknown,0.0,327939.0,"Forbes Family Trust, now operating as FFT Wealth Management, is a multi-family office founded in 2009. The firm provides investment management and family office services to high-net-worth individuals and families. FFT offers globally positioned investment portfolios and comprehensive wealth management solutions. In 2021, FFT's parent company, FWM Holdings, merged with Stanhope Capital Group, expanding its presence across Europe and the US. The company is led by CEO Keith Bloomfield and has offices in multiple locations, including New York, Boston, Philadelphia, and Palm Beach. FFT is known for its access to exclusive investment opportunities and its proprietary investment system, AlphaBeta.",INSTITUTIONAL_INVESTOR
fourworldcapital.com,68cab81c-318e-49a0-9e68-ef6c49955b20,Unknown,0.0,434046.0,"FourWorld Capital Management LLC is an SEC-registered investment adviser based in New York. Founded in 2015, the firm focuses on event-driven investment opportunities, particularly those involving tax, legal, and regulatory catalysts. FourWorld manages multiple hedge funds and separate accounts for institutional investors. The company is led by John Addis, its Founder and Chief Investment Officer. With offices in New York and Munich, FourWorld operates globally, employing a team of investment professionals. The firm's strategies include special situations, distressed debt, and other opportunistic investments across various asset classes.",INSTITUTIONAL_INVESTOR
gilder4growth.com,46a15de5-0f2d-400f-b3f1-1369a5b45ec2,Unknown,0.0,1194.0,"Gilder Office for Growth is a family investment office based in Durham, North Carolina. Founded by Ginny Gilder and her father, the firm focuses on multi-generational capital growth rather than preservation. It invests across liquid and illiquid asset classes, expressing high-conviction themes over various holding periods. The company evolved into Gilder Partners for Growth, LLC, a registered investment advisor offering a family office approach to select external families. Led by Robert Lovas as President and COO and Emily Sumner as CIO, the firm emphasizes customized investment strategies, financial literacy development, and long-term wealth management for high-net-worth families.",INSTITUTIONAL_INVESTOR
globalendowment.com,f1e9d6a2-c3ab-4855-8506-58b0f62d0691,Unknown,0.0,107113.0,"Global Endowment Management (GEM) is a leading investment management firm founded in 2007 and headquartered in Charlotte, North Carolina. GEM specializes in providing outsourced chief investment office (OCIO) services to endowments, foundations, family offices, and other long-term investors. The firm offers customized multi-asset portfolios, alternative investment vehicles, and positive impact strategies. GEM's approach is rooted in endowment-style investing, focusing on diversification across traditional and alternative asset classes. Led by CEO Thruston Morton, GEM employs a team of investment professionals dedicated to protecting and growing multigenerational capital for its clients.",INSTITUTIONAL_INVESTOR
gtsam.com,8e275ce4-0e1d-47ce-ad73-ead6df8aaa5a,Unknown,0.0,113677.0,"GTS Securities is a leading electronic market maker and proprietary trading firm headquartered in New York. Founded in 2006, the company specializes in providing liquidity across various asset classes, including equities, fixed income, and ETFs. GTS is a prominent Designated Market Maker (DMM) on the New York Stock Exchange, responsible for a significant portion of daily U.S. cash equities volume. The firm leverages advanced technology and artificial intelligence systems to enhance market efficiency and transparency. GTS has expanded its operations globally and continues to innovate in financial technology, serving institutional clients and contributing to capital formation in public markets.",INSTITUTIONAL_INVESTOR
highvistastrategies.com,39b559b9-c43c-4c9e-92d7-df60b0628f6e,Unknown,0.0,106247.0,"HighVista Strategies is an employee-owned alternative asset manager based in Boston, Massachusetts. Founded in 2004, the firm manages capital for sophisticated investors globally, focusing on alpha opportunities in structurally inefficient markets. HighVista's investment strategies span private markets, including private credit, lower middle market private equity, and early-stage venture capital, as well as public markets, including biotechnology equities and hedged public markets strategies. The firm combines inquisitive thinking with rigorous discipline to identify and execute high-conviction investment opportunities. HighVista serves a diverse client base, including private clients, family offices, pensions, endowments, foundations, and sovereign wealth funds.",INSTITUTIONAL_INVESTOR
highvista.com,136b860d-b41e-4166-83f0-373c05c2e45a,Unknown,0.0,106247.0,"HighVista Strategies is an employee-owned alternative asset manager founded in 2004 and based in Boston, Massachusetts. The firm specializes in investing in structurally inefficient markets to seek outsized alpha for its clients. HighVista offers a range of investment strategies including multi-asset alternatives, private market strategies (such as lower middle market private equity and early-stage venture capital), and public market strategies. The company serves a diverse client base including institutional investors, private clients, and family offices. HighVista's investment approach combines rigorous analysis with innovative thinking to identify unique opportunities across various market segments.",INSTITUTIONAL_INVESTOR
homrichberg.com,dc3f5e7a-bbcc-400a-9355-0449e3a9ca5d,Unknown,0.0,77816.0,"Homrich Berg is a national independent wealth management firm founded in 1989 in Atlanta, Georgia. The company provides fiduciary, fee-only investment management and financial planning services to high-net-worth individuals, families, and not-for-profit organizations. Homrich Berg has expanded its presence across the Southeastern United States, with offices in Georgia, Florida, South Carolina, and Tennessee. The firm is led by CEO Thomas Carroll and offers a comprehensive range of services including financial planning, investment management, estate planning, and tax planning. Homrich Berg operates on a fee-only model, emphasizing its commitment to acting in clients' best interests.",INSTITUTIONAL_INVESTOR
jasperridge.com,aea59f45-16e5-41a0-be70-3e13b81d4611,Unknown,0.0,49988.0,"Jasper Ridge Partners is a wealth management and investment advisory firm based in Menlo Park, California. Founded in 1995, the company provides discretionary investment management services and customized solutions to prominent families, foundations, and global institutions. Jasper Ridge Partners offers expertise across major asset classes, including public equity, fixed income, hedge funds, private equity, venture capital, real estate, and natural resources. The firm manages a significant amount of assets and employs a team of investment professionals with extensive experience in portfolio construction, risk management, and manager selection. Jasper Ridge Partners is independently owned and managed by its partners.",INSTITUTIONAL_INVESTOR
keystoneftw.com,52c631ab-621a-473c-bde1-5ffec7af9a39,Unknown,0.0,1593.0,"Keystone Group LP is a private investment firm based in Fort Worth, Texas. Founded and led by financier Robert Bass, the company focuses on acquiring and turning around troubled businesses. Keystone Group operates across various sectors, including real estate, financial services, manufacturing, information services, and oil and gas. The firm is a principal investor in Oak Hill Capital Partners, which manages billions in private equity capital. Keystone Group is known for its strategic investments and ability to transform underperforming companies into profitable enterprises. The company maintains a low public profile and operates as a family office for Robert Bass.",INSTITUTIONAL_INVESTOR
kokino.com,fc2753a1-31c9-4fd3-9c48-42edc6f2c6df,Unknown,0.0,289265.0,"Kokino LLC is a private investment firm that serves as the family office for Jonathan Sackler, a former director of Purdue Pharma. Based in Stamford, Connecticut, Kokino manages wealth for the Sackler family and provides investment management services. The firm controls significant stakes in various public companies, including Gulf Island Fabrication, through investment vehicles like Piton Capital Partners LLC. Kokino's portfolio includes investments across industries such as manufacturing, energy, and technology. The firm operates from the same building as Purdue Pharma's headquarters and is known for its connections to the Sackler family's business interests.",INSTITUTIONAL_INVESTOR
lgt.com,510a2c53-6947-400c-a4ad-b923dd28786a,Unknown,0.0,297479.0,"LGT Capital Partners (USA) Inc. is the U.S. subsidiary of LGT Capital Partners, a global alternative investment firm headquartered in Switzerland. The company specializes in private markets, diversifying strategies, and sustainable investments. As a privately-owned firm, LGT Capital Partners manages assets for institutional clients worldwide. The company's investment approach emphasizes long-term thinking and sustainability. With offices in major financial hubs across North America, Europe, and Asia-Pacific, LGT Capital Partners offers a range of investment solutions leveraging its expertise in private equity, hedge funds, and other alternative asset classes. The firm is known for its principal investing approach, aligning interests with clients.",INSTITUTIONAL_INVESTOR
lmco.com,48825bfa-6f45-4580-b2f0-7345f6264594,Unknown,0.0,25972.0,"Lockheed Martin Investment Management Company is the asset management arm of Lockheed Martin Corporation, based in Bethesda, Maryland. Established in 1997, it manages retirement plans and employee trust funds for Lockheed Martin Corp. The firm invests in public equity, fixed income, alternative investments, and derivatives markets globally. It employs a fundamental investment methodology with in-depth financial analysis. The company's investment portfolio is diversified across various sectors, with a significant allocation to finance. As a subsidiary of Lockheed Martin Corp., it operates under the parent company's majority ownership.",INSTITUTIONAL_INVESTOR
makenacap.com,56c784c4-ebb5-4a43-b9ba-cbc56a251794,Unknown,0.0,1774.0,"Makena Capital Management, founded in 2005 by former Stanford Management Company executives, is an investment firm specializing in endowment-style investing. Based in Menlo Park, California, Makena focuses on alternative and private asset investing for multigenerational capital pools, including endowments, foundations, family offices, and sovereign wealth funds. The firm offers discretionary, commingled vehicles including multi-asset class endowment portfolios and single-asset class portfolios. Makena's investment approach emphasizes preserving and growing capital over long time horizons through diversified risk and return streams. The company employs nearly 75 professionals and is independently owned with broad equity ownership among employees.",INSTITUTIONAL_INVESTOR
adage.com,9be5cdf8-7ac8-4e31-b428-15cd44961980,Unknown,0.0,639452.0,"Adage Capital Management LP is a Boston-based investment management firm founded in 2001 by former Harvard Management Company executives Phillip Gross and Robert Atchinson. The firm primarily focuses on managing S&P 500 equity investments for institutional clients, particularly endowments and foundations. Adage employs a fundamental analysis approach and is known for its long-term investment horizon. The firm has a reputation for outperforming its benchmark and offering fee rebates when underperforming. While maintaining a low public profile, Adage has grown to become one of the largest hedge funds globally, managing billions in assets for tax-exempt institutions.",INSTITUTIONAL_INVESTOR
ajuib.co.kr,d52f70d5-da03-4405-88bd-a4e7d093526f,Unknown,0.0,370409.0,"Aju IB Investment Co., Ltd. is a South Korean venture capital and private equity firm founded in 1974. Based in Seoul with additional offices in Boston and San Francisco, the company specializes in multi-stage investments across various sectors, including information technology, biotechnology, and manufacturing. Aju IB focuses on small to medium-sized startups and provides services such as IPO support, M&A assistance, and corporate restructuring. The firm manages multiple funds and has a track record of successful exits through IPOs and acquisitions. Aju IB is publicly traded on the KOSDAQ stock exchange and operates as a subsidiary of AJU Corporation Co., Ltd.",INSTITUTIONAL_INVESTOR
altiumwealth.com,4f39aa8c-7082-4be1-abde-1c3f3006db2d,Unknown,0.0,407163.0,"Altium Wealth Management is a registered investment advisory firm founded in 2010 and headquartered in Purchase, NY. The firm provides comprehensive financial planning and investment management services to high-net-worth individuals, families, and businesses. Altium specializes in tax-efficient portfolio management and offers a proprietary direct indexing solution. In 2022, Altium partnered with Hightower Advisors, expanding its resources and capabilities. The firm has additional offices in Connecticut and Massachusetts, serving clients across the United States. Altium's approach focuses on aligning wealth management strategies with clients' individual goals and purposes.",INSTITUTIONAL_INVESTOR
osc.ny.gov,a3012152-c621-4627-8f9c-ba394c92455d,Unknown,0.0,1999.0,"The New York State Common Retirement Fund is the third-largest public pension fund in the United States. It manages and invests assets on behalf of over one million state and local government employees, retirees, and beneficiaries of the New York State and Local Retirement System. The fund is administered by the Office of the New York State Comptroller, currently led by Thomas P. DiNapoli. Known for its strong performance and responsible investment practices, the fund incorporates environmental, social, and governance (ESG) factors into its investment decisions. It has also committed to achieving net-zero greenhouse gas emissions across its portfolio by 2040.",INSTITUTIONAL_INVESTOR
ngc.com,2e77a452-5267-4faf-93ff-df11ff7b1d10,NOC,4364.0,35.0,"Northrop Grumman Corporation is a leading global aerospace and defense technology company headquartered in Falls Church, Virginia. Founded in 1994 through the merger of Northrop and Grumman, the company has become one of the world's largest defense contractors. Northrop Grumman specializes in developing and manufacturing advanced aircraft, spacecraft, unmanned systems, cybersecurity solutions, and missile defense systems. The company operates through four main business sectors: Aeronautics Systems, Defense Systems, Mission Systems, and Space Systems. With a workforce of approximately 97,000 employees, Northrop Grumman serves government and commercial customers worldwide, with the U.S. Department of Defense being its primary client.",PUBLIC_COMPANY
optrust.com,727d4a13-8a9b-4eff-a1b4-aa6c7f433f32,Unknown,0.0,288137.0,"OPTrust is a Canadian pension fund that manages and invests assets for the OPSEU Pension Plan, a defined benefit plan serving over 111,000 members. Established in 1995, OPTrust operates as a jointly sponsored pension plan, with governance shared equally between the Ontario government and the Ontario Public Service Employees Union. The organization is responsible for administering pension benefits and investing plan assets to support long-term sustainability. OPTrust's investment portfolio is diversified across various asset classes, including public and private equity, real estate, infrastructure, and fixed income. The fund is headquartered in Toronto, Ontario.",INSTITUTIONAL_INVESTOR
smith.edu,25f32444-2f8b-4efe-ad28-fa1e184e5a73,Unknown,0.0,568583.0,"Smith College is a private liberal arts women's college located in Northampton, Massachusetts. Founded in 1871 and opened in 1875, it is one of the Seven Sisters colleges. Smith offers undergraduate degrees in over 50 academic departments and programs, as well as several graduate programs. The college is known for its open curriculum, strong STEM programs, and commitment to women's education. Smith is part of the Five College Consortium, allowing students to take classes at nearby institutions. With a diverse student body from across the U.S. and internationally, Smith emphasizes global citizenship and leadership development.",INSTITUTIONAL_INVESTOR
tea.texas.gov,cbe94556-19cf-4eb9-b930-9cc4627363e1,Unknown,0.0,2888.0,"Texas Permanent School Fund (PSF) is a sovereign wealth fund established in 1854 to support public primary and secondary education in Texas. Managed by the Texas General Land Office, the fund's assets include publicly owned lands and various investments. PSF generates revenue through land sales, leases, and mineral royalties, particularly from oil and gas extraction. The fund's interest is distributed to Texas public school districts based on average daily student attendance. In 2021, the Texas Legislature created the Texas Permanent School Fund Corporation as a stand-alone entity to manage the fund, which has grown to over $53 billion in assets.",INSTITUTIONAL_INVESTOR
ttstc.texas.gov,73c15085-3939-4f26-95f9-e6a8c64cf267,Unknown,0.0,88551.0,"The Texas Treasury Safekeeping Trust Company (TTSTC) is a special-purpose entity created by the Texas Legislature in 2001. It manages, invests, and safeguards funds for the state of Texas and its various subdivisions. TTSTC oversees a diverse portfolio of investments, including cash-equivalent funds, endowments, and local government investment pools. The company operates under the authority of the Texas Comptroller of Public Accounts, who serves as its sole officer, director, and shareholder. TTSTC provides investment management, custody, and settlement services, leveraging its unique position as one of two states with a Federal Reserve Account to efficiently manage state assets.",INSTITUTIONAL_INVESTOR
albionfinancial.com,b98a2036-9334-4a3f-b401-99132497a6eb,Unknown,0.0,72.0,"Albion Financial Group, founded in 1982 by Toby Levitt and John Bird, is an independent, fee-only registered investment advisor based in Salt Lake City, Utah. The firm provides comprehensive wealth management services, including investment management and financial planning. Albion pioneered the fee-only model, prioritizing clients' interests over product sales. The company has grown to become one of Utah's largest privately held investment managers and has received national recognition, including rankings on CNBC's list of Top 100 Financial Advisory Firms. Albion serves a diverse clientele, including high-net-worth individuals, families, and institutions.",INSTITUTIONAL_INVESTOR
dwtx.com,f5ada897-0c40-467e-be7d-9f9b25fc0206,DWTX,243876.0,276.0,"Dogwood Therapeutics, Inc. (NASDAQ: DWTX) is a development-stage biotechnology company focused on advancing novel therapeutics for pain and fatigue-related disorders. The company's lead product, Halneuron®, is a non-opioid sodium channel blocker in Phase 2b development for chemotherapy-induced neuropathic pain. Dogwood is also developing antiviral combination therapies IMC-1 and IMC-2 for conditions like Long COVID and fibromyalgia. Founded in 2012 and headquartered in Alpharetta, Georgia, Dogwood Therapeutics was formerly known as Virios Therapeutics, Inc. before changing its name in October 2024. The company is led by CEO Gregory Duncan and maintains a small team of employees.",PUBLIC_COMPANY
inovio.com,a16ab566-bd39-42a2-9f67-cb895056997f,INO,9662.0,123.0,"Inovio Pharmaceuticals is a clinical-stage biotechnology company focused on developing DNA medicines to treat and prevent infectious diseases, cancer, and HPV-related conditions. Headquartered in Plymouth Meeting, Pennsylvania, the company utilizes proprietary SynCon DNA plasmid technology and electroporation delivery systems. Inovio's pipeline includes products like VGX-3100 and INO-5401, and it collaborates with partners to develop therapeutics for diseases such as HIV and COVID-19. Jacqueline Shea, Ph.D., serves as President and CEO, leading the company's efforts to commercialize innovative DNA medicines.",PUBLIC_COMPANY
cotacapital.com,1084d4f2-ee88-4bda-8500-6efcf9c1e523,Unknown,0.0,463959.0,"Cota Capital is a technology investment firm founded in 2014 and based in San Francisco. The firm invests in both private and public companies across various stages, from seed to growth, with a focus on the technology sector. Cota Capital's investment strategy emphasizes companies addressing ""Net New"" challenges and opportunities. The firm is led by founder and managing partner Bobby Yazdani, along with a team of experienced investors and operators. Cota Capital provides not only financial support but also strategic guidance to its portfolio companies, leveraging its team's expertise in technology and company building.",INSTITUTIONAL_INVESTOR
permira.com,943a595a-463a-4a85-83a3-0bfd20fe675d,Unknown,0.0,358574.0,"Permira Ventures is a global investment firm specializing in private equity and credit. Founded in 1985, the company operates from its headquarters in London with offices across Europe, North America, and Asia. Permira focuses on long-term investments in technology, consumer, healthcare, and services sectors. The firm advises funds with significant committed capital, backing businesses through buyouts, growth equity, and credit strategies. Permira's approach combines sector expertise with a thematic investment philosophy to drive value creation in its portfolio companies. The firm employs hundreds of professionals worldwide and has a track record of investing in numerous successful businesses globally.",INSTITUTIONAL_INVESTOR
ibioinc.com,2e6f0f86-5edf-4ed1-a869-306887b78c4a,IBIO,111573.0,276.0,"iBio, Inc. is a biotechnology company leveraging artificial intelligence and computational biology to develop next-generation biopharmaceuticals. The company focuses on creating precision antibodies for hard-to-target cancers and other diseases, with a mission to reduce drug failures and shorten development timelines. iBio's pipeline includes therapeutic candidates for cardiometabolic diseases, obesity, and immuno-oncology. The company utilizes advanced technologies such as 3D-modeling of subdominant and conformational epitopes to discover novel antibody treatments. Headquartered in San Diego, California, iBio aims to accelerate drug discovery and open new frontiers against promising targets in the pharmaceutical industry.",PUBLIC_COMPANY
inv.uchicago.edu,9a2b8dbf-4021-4c6c-96cb-ba482488a2a1,Unknown,0.0,3028.0,"The University of Chicago Endowment is managed by the Office of Investments, which oversees the university's investment assets. The endowment supports the institution's mission of advancing education and research. The investment strategy focuses on long-term growth and maintaining purchasing power while providing income for current and future university operations. The portfolio is diversified across asset classes, geographies, and sectors. The Office of Investments works closely with the Investment Committee of the Board of Trustees to set risk management guidelines and asset allocation. The team aims to generate superior returns while effectively managing risk.",INSTITUTIONAL_INVESTOR
umassfoundation.org,8118e407-8a0f-4d50-93e7-596d9df94fdd,Unknown,0.0,463474.0,"The University of Massachusetts Foundation, Inc. is an independent 501(c)(3) organization established in 1950 to support the University of Massachusetts system. Its primary role is managing the university's endowment and promoting private fundraising efforts across all five UMass campuses. The Foundation serves as a depository for charitable contributions benefiting the university and allocates endowment assets prudently to encourage stability and growth. It cultivates a long-term perspective on the university's needs and works to foster the overall growth and progress of UMass. The Foundation is governed by a Board of Directors and operates separately from state funds.",INSTITUTIONAL_INVESTOR
vcimco.com,1f78dba4-4a1b-4893-a73c-27c8e06c38a7,Unknown,0.0,357830.0,"VCU Investment Management Company (VCIMCO) is an independent 501(c)(3) foundation established in 2015 to oversee and manage the investment assets of Virginia Commonwealth University and its affiliated entities. Based in Richmond, Virginia, VCIMCO provides investment and management services for VCU, VCU Health, and other related organizations. The company's primary objective is to maximize long-term returns while adhering to the risk tolerance of VCU entities. VCIMCO employs a team of experienced investment professionals and operates under the guidance of a board of directors with extensive financial and investment management expertise.",INSTITUTIONAL_INVESTOR
verdence.com,66dc0876-71a3-4e28-b6c2-3a9ecfa52846,Unknown,0.0,462045.0,"Verdence Capital Advisors is an independent private wealth advisory and multi-family office firm headquartered in Hunt Valley, Maryland, with additional offices in Northern Virginia, Naples, Florida, and Boston, Massachusetts. Founded in 2017 by Leo J. Kelly III, the firm provides comprehensive wealth management, financial planning, and investment services to high-net-worth individuals, families, business owners, and institutions. Verdence offers a range of services including portfolio management, business exit planning, estate planning, and philanthropic advisory. The firm operates on a fee-based model and adheres to a fiduciary standard, prioritizing client interests in its financial advice and strategies.",INSTITUTIONAL_INVESTOR
